stim_name,lyrics,vadersenti_score,X,emotion,participant_ID,onset_time,stim_ID,vocal,onset_seconds,liking,familiarity,older_younger,age,sex,self_other,happy_sad,MCI,Multiple.Voices.,stim_order
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-060,positive,MCHI,361,10,Y,171.475,3,1,younger,18,Female,other,NA,,NA,7
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-074,positive,MCHO,481,10,Y,228.475,4,2,younger,19,Male,other,NA,,NA,9
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-073,positive,NLEN,1,10,Y,0.475,0,1,older,79,Female,other,NA,Y,NA,1
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-070,positive,OEGB,721,10,Y,342.475,3,1,younger,18,Female,other,NA,,NA,13
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-069,positive,OKHE,121,10,Y,57.475,2,1,younger,23,Male,other,NA,,NA,3
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-058,positive,SAPE,181,10,Y,85.975,3,2,younger,18,Female,other,NA,,NA,4
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-028,positive,SCAE,541,10,Y,256.975,2,3,older,54,Male,other,NA,,NA,10
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-050,positive,SCAM,661,10,Y,313.975,4,4,younger,18,Female,other,NA,,NA,12
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-043,positive,SLEE,601,10,Y,285.475,3,1,younger,18,Female,other,NA,,NA,11
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-076,positive,SSHA,721,10,Y,342.475,3,2,younger,23,Female,other,NA,,NA,13
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-062,positive,SSOH,1381,10,Y,655.975,2,2,younger,19,NB,other,NA,,NA,24
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-064,positive,STHO,1021,10,Y,484.975,2,1,younger,21,Female,other,NA,,NA,18
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-059,positive,TBOY,961,10,Y,456.475,3,1,younger,18,Male,other,NA,,NA,17
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-016,positive,TCIE,121,10,Y,57.475,2,3,older,60,Male,other,NA,,NA,3
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-047,positive,TSTA,361,10,Y,171.475,3,2,older,62,Male,other,NA,Y,NA,7
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-072,positive,YDIA,1321,10,Y,627.475,2,2,younger,19,Female,other,NA,,NA,23
John Wayne Gacy Jr.,He put a cloth on their lips Quiet hands quiet kiss on the mouth,0.4215,sub-054,positive,ZCAR,721,10,Y,342.475,2,1,younger,18,Female,other,NA,,NA,13
Here Comes Forever,Yeah Here comes that movie scene The one you think is so cliché That moment when we kissed By the lake pouring rain I ain't no Superman But I can change your world Ooh ooh ooh ooh ooh ooh Here comes forever girl,0.4299,sub-051,positive,KCHU,481,5,Y,228.475,4,4,younger,18,Female,self,NA,,NA,9
Amazing Grace,been there ten thousand years Bright shining as the sun,0.4404,sub-018,positive,GCAS,601,2,Y,285.475,4,4,older,71,Male,self,NA,,NA,11
All the Time in the World,in the cold Go make a list of things And I’ll be the pen and paper We got all the time in the world And don’t you wanna live with the same hope,0.4404,sub-053,positive,KWAL,301,6,Y,142.975,4,4,younger,18,Female,self,NA,,NA,6
Imagination,Imagination It's funny It makes the whole world,0.4404,sub-072,positive,NLEN,1021,1,Y,484.975,4,4,older,79,Female,self,NA,Y,NA,18
Now You Know,When you are near The days appear too good to believe And each eve is Christmas eve,0.4404,sub-073,positive,NLEN,1141,3,Y,541.975,4,4,older,79,Female,self,NA,Y,NA,20
The Less I Know the Better,She said It's not now or never Wait ten years we'll be together I said Better late than never Just don't make me wait forever,0.4404,sub-076,positive,SSHA,1141,5,Y,541.975,4,4,younger,23,Female,self,NA,,NA,20
Reckoner,Dedicated to all hu All human beings,0.4588,sub-037,positive,AEHR,241,13,Y,114.475,3,2,older,60,Male,other,NA,Y,NA,5
Reckoner,Dedicated to all hu All human beings,0.4588,sub-068,positive,ALIU,1,13,Y,0.475,3,3,younger,18,Female,other,NA,,NA,1
Reckoner,Dedicated to all hu All human beings,0.4588,sub-046,positive,APOP,541,13,Y,256.975,3,1,younger,18,Female,other,NA,,NA,10
Reckoner,Dedicated to all hu All human beings,0.4588,sub-032,positive,ASHA,1381,13,Y,655.975,3,3,older,70,Female,other,NA,,NA,24
Reckoner,Dedicated to all hu All human beings,0.4588,sub-056,positive,ASUR,241,13,Y,114.475,2,1,younger,20,Female,other,NA,,NA,5
Reckoner,Dedicated to all hu All human beings,0.4588,sub-063,positive,AWIL,361,13,Y,171.475,2,1,younger,19,Female,other,NA,,NA,7
Reckoner,Dedicated to all hu All human beings,0.4588,sub-042,positive,AZHA,61,13,Y,28.975,3,3,younger,18,Female,other,NA,,NA,2
Dancing Queen,You are the dancing queen Young and sweet Only seventeen Dancing queen Feel the beat from the tambourine,0.4588,sub-040,positive,BFOR,601,1,Y,285.475,4,4,older,76,Female,self,NA,,NA,11
Reckoner,Dedicated to all hu All human beings,0.4588,sub-040,positive,BFOR,781,13,Y,370.975,3,1,older,76,Female,other,NA,,NA,14
Reckoner,Dedicated to all hu All human beings,0.4588,sub-066,positive,CKOB,481,13,Y,228.475,4,1,younger,18,Female,other,NA,,NA,9
Reckoner,Dedicated to all hu All human beings,0.4588,sub-067,positive,CNOR,781,13,Y,370.975,4,3,younger,18,Male,other,NA,,NA,14
Reckoner,Dedicated to all hu All human beings,0.4588,sub-011,positive,CWEI,1081,13,Y,513.475,3,3,older,78,Male,other,NA,,NA,19
Reckoner,Dedicated to all hu All human beings,0.4588,sub-045,positive,CZAL,421,13,Y,199.975,2,1,younger,18,Female,other,NA,,NA,8
Reckoner,Dedicated to all hu All human beings,0.4588,sub-022,positive,DCAT,721,13,Y,342.475,3,1,older,89,Female,other,NA,,NA,13
Reckoner,Dedicated to all hu All human beings,0.4588,sub-019,positive,DFAI,61,13,Y,28.975,4,1,older,66,Female,other,NA,,NA,2
Reckoner,Dedicated to all hu All human beings,0.4588,sub-029,positive,EHER,121,13,Y,57.475,2,2,older,62,Male,other,NA,,NA,3
Reckoner,Dedicated to all hu All human beings,0.4588,sub-039,positive,ELAR,481,13,Y,228.475,3,2,older,61,Male,other,NA,,NA,9
Reckoner,Dedicated to all hu All human beings,0.4588,sub-071,positive,EMCG,361,13,Y,171.475,4,2,younger,18,Female,other,NA,,NA,7
Reckoner,Dedicated to all hu All human beings,0.4588,sub-015,positive,EROS,901,13,Y,427.975,2,2,older,58,Male,other,NA,,NA,16
Reckoner,Dedicated to all hu All human beings,0.4588,sub-075,positive,ETIN,301,13,Y,142.975,3,3,younger,23,Female,other,NA,,NA,6
Reckoner,Dedicated to all hu All human beings,0.4588,sub-001,positive,FKEE,241,13,Y,114.475,3,2,older,56,Male,other,NA,,NA,5
Reckoner,Dedicated to all hu All human beings,0.4588,sub-018,positive,GCAS,961,13,Y,456.475,3,3,older,71,Male,other,NA,,NA,17
Reckoner,Dedicated to all hu All human beings,0.4588,sub-006,positive,GHER,1021,13,Y,484.975,4,1,older,66,Male,other,NA,,NA,18
Reckoner,Dedicated to all hu All human beings,0.4588,sub-036,positive,GSHA,541,13,Y,256.975,2,1,older,66,Female,other,NA,,NA,10
Reckoner,Dedicated to all hu All human beings,0.4588,sub-049,positive,GWAI,601,13,Y,285.475,3,3,younger,18,Male,other,NA,,NA,11
Reckoner,Dedicated to all hu All human beings,0.4588,sub-057,positive,IZIK,721,13,Y,342.475,2,1,younger,23,Male,other,NA,,NA,13
Reckoner,Dedicated to all hu All human beings,0.4588,sub-061,positive,JCLA,781,13,Y,370.975,1,1,younger,19,Female,other,NA,,NA,14
Reckoner,Dedicated to all hu All human beings,0.4588,sub-021,positive,JKAY,661,13,Y,313.975,3,3,older,69,Male,other,NA,,NA,12
Reckoner,Dedicated to all hu All human beings,0.4588,sub-055,positive,JLAW,961,13,Y,456.475,2,2,younger,18,Female,other,NA,,NA,17
Reckoner,Dedicated to all hu All human beings,0.4588,sub-010,positive,JPRE,1381,13,Y,655.975,3,2,older,75,Female,other,NA,,NA,24
Reckoner,Dedicated to all hu All human beings,0.4588,sub-003,positive,JSCH,1021,13,Y,484.975,NA,NA,older,67,Male,other,NA,,NA,18
Reckoner,Dedicated to all hu All human beings,0.4588,sub-051,positive,KCHU,541,13,Y,256.975,2,1,younger,18,Female,other,NA,,NA,10
Reckoner,Dedicated to all hu All human beings,0.4588,sub-052,positive,KPLU,721,13,Y,342.475,3,2,younger,19,Female,other,NA,,NA,13
Reckoner,Dedicated to all hu All human beings,0.4588,sub-053,positive,KWAL,1141,13,Y,541.975,3,2,younger,18,Female,other,NA,,NA,20
Reckoner,Dedicated to all hu All human beings,0.4588,sub-008,positive,LDIR,541,13,Y,256.975,3,1,older,63,Female,other,NA,,NA,10
Reckoner,Dedicated to all hu All human beings,0.4588,sub-043,positive,LGAR,361,13,Y,171.475,1,3,younger,19,Female,other,NA,,NA,7
Reckoner,Dedicated to all hu All human beings,0.4588,sub-005,positive,LGEN,781,13,Y,370.975,3,2,older,64,Female,other,NA,,NA,14
Reckoner,Dedicated to all hu All human beings,0.4588,sub-030,positive,LJAC,421,13,Y,199.975,3,1,older,68,Female,other,NA,,NA,8
Reckoner,Dedicated to all hu All human beings,0.4588,sub-023,positive,LOLE,121,13,Y,57.475,2,1,older,73,Female,other,NA,Y,NA,3
Reckoner,Dedicated to all hu All human beings,0.4588,sub-048,positive,LWIE,901,13,Y,427.975,3,1,younger,18,Female,other,NA,,NA,16
Reckoner,Dedicated to all hu All human beings,0.4588,sub-065,positive,MBIC,421,13,Y,199.975,3,3,younger,18,Female,other,NA,,NA,8
Reckoner,Dedicated to all hu All human beings,0.4588,sub-012,positive,MBLO,841,13,Y,399.475,2,2,older,66,Male,other,NA,,NA,15
Reckoner,Dedicated to all hu All human beings,0.4588,sub-060,positive,MCHI,61,13,Y,28.975,3,3,younger,18,Female,other,NA,,NA,2
Reckoner,Dedicated to all hu All human beings,0.4588,sub-074,positive,MCHO,181,13,Y,85.975,4,3,younger,19,Male,other,NA,,NA,4
Reckoner,Dedicated to all hu All human beings,0.4588,sub-073,positive,NLEN,1201,13,Y,570.475,3,2,older,79,Female,other,NA,Y,NA,21
Reckoner,Dedicated to all hu All human beings,0.4588,sub-070,positive,OEGB,481,13,Y,228.475,4,1,younger,18,Female,other,NA,,NA,9
Reckoner,Dedicated to all hu All human beings,0.4588,sub-069,positive,OKHE,841,13,Y,399.475,3,2,younger,23,Male,other,NA,,NA,15
Reckoner,Dedicated to all hu All human beings,0.4588,sub-058,positive,SAPE,721,13,Y,342.475,2,2,younger,18,Female,other,NA,,NA,13
Reckoner,Dedicated to all hu All human beings,0.4588,sub-028,positive,SCAE,1141,13,Y,541.975,3,3,older,54,Male,other,NA,,NA,20
Reckoner,Dedicated to all hu All human beings,0.4588,sub-050,positive,SCAM,1021,13,Y,484.975,3,2,younger,18,Female,other,NA,,NA,18
Reckoner,Dedicated to all hu All human beings,0.4588,sub-043,positive,SLEE,1201,13,Y,570.475,3,1,younger,18,Female,other,NA,,NA,21
Reckoner,Dedicated to all hu All human beings,0.4588,sub-076,positive,SSHA,481,13,Y,228.475,3,2,younger,23,Female,other,NA,,NA,9
Reckoner,Dedicated to all hu All human beings,0.4588,sub-062,positive,SSOH,1081,13,Y,513.475,3,3,younger,19,NB,other,NA,,NA,19
Reckoner,Dedicated to all hu All human beings,0.4588,sub-064,positive,STHO,361,13,Y,171.475,2,1,younger,21,Female,other,NA,,NA,7
Reckoner,Dedicated to all hu All human beings,0.4588,sub-059,positive,TBOY,781,13,Y,370.975,4,1,younger,18,Male,other,NA,,NA,14
Reckoner,Dedicated to all hu All human beings,0.4588,sub-016,positive,TCIE,721,13,Y,342.475,2,3,older,60,Male,other,NA,,NA,13
Reckoner,Dedicated to all hu All human beings,0.4588,sub-047,positive,TSTA,661,13,Y,313.975,2,1,older,62,Male,other,NA,Y,NA,12
Reckoner,Dedicated to all hu All human beings,0.4588,sub-072,positive,YDIA,961,13,Y,456.475,2,2,younger,19,Female,other,NA,,NA,17
Reckoner,Dedicated to all hu All human beings,0.4588,sub-054,positive,ZCAR,1081,13,Y,513.475,2,2,younger,18,Female,other,NA,,NA,19
1917 (The French Prostitute),The strange young man who comes to me A soldier on a three day spree He needs one night's cheap ecstasy And a woman's arms,0.4767,sub-032,positive,ASHA,181,1,Y,85.975,4,4,older,70,Female,self,NA,,NA,4
Gorgeous,I will never ever let you live this down down down Penitentiary chances the devil dances And eventually answers to the call of Autumn All of them fallin' for the love of ballin' Got caught with 30 rocks the cop look like Alec Baldwin Inter-century anthems,0.4767,sub-067,positive,CNOR,481,1,Y,228.475,4,4,younger,18,Male,self,NA,,NA,9
Somewhere over the Rainbow,far behind me Where trouble melts like lemon drops High above the chimney tops That's where you'll find me Oh somewhere,0.4767,sub-023,positive,LOLE,1201,2,Y,570.475,4,4,older,73,Female,self,NA,Y,NA,21
Money,Money Get away You get a good job with more pay and you're okay Money It's a gas,0.4779,sub-037,positive,AEHR,1321,2,Y,627.475,4,4,older,60,Male,self,NA,Y,NA,23
You Are the Sunshine of My Life,You are the sunshine of my life That's why I'll always be around You are the apple of my,0.4939,sub-036,positive,GSHA,1141,6,Y,541.975,4,4,older,66,Female,self,NA,,NA,20
You Raise Me Up,You raise me up so I can stand on mountains You raise me up to walk on stormy seas I am strong ,0.5106,sub-021,positive,JKAY,721,1,Y,342.475,4,4,older,69,Male,self,NA,,NA,13
You Send Me,You you you you send me I know you send me I know you send me Honest you do,0.5106,sub-030,positive,LJAC,1201,5,Y,570.475,4,4,older,68,Female,self,NA,,NA,21
Landslide,"Well, I've been afraid of changin' 'Cause I've built my life around you But time makes you bolder Even children get older",0.5187,sub-047,positive,TSTA,1321,2,Y,627.475,4,4,older,62,Male,self,NA,Y,NA,23
Running Up That Hill,And if I only could I'd make a deal with God And I'd get him to swap our places Be running up that road Be running up that hill With no problems,0.52,sub-019,positive,DFAI,481,4,Y,228.475,4,4,older,66,Female,self,NA,,NA,9
Should I Stay or Should I Go,"This indecision's bugging me Esta indecisión me molesta If you don't want me, set me free Si no me quieres librarme Exactly whom I'm supposed to be Dígame que tengo ser Don't you know which clothes even fit me Sabes que ropa me quedrá Come on and let me ",0.5232,sub-015,positive,EROS,1261,5,Y,598.975,4,4,older,58,Male,self,NA,,NA,22
Kiss Me More,"But I need your lips on mine Can you kiss me more We're so young boy We ain't got nothin' to lose oh oh It's just principle
Baby hold me 'Cause I like the way you groove oh oh",0.5267,sub-061,positive,JCLA,361,5,Y,171.475,4,4,younger,19,Female,self,NA,,NA,7
Kiss Me More,"But I need your lips on mine Can you kiss me more We're so young boy We ain't got nothin' to lose oh oh It's just principle
Baby hold me 'Cause I like the way you groove oh oh",0.5267,sub-055,positive,JLAW,1321,3,Y,627.475,4,0,younger,18,Female,self,NA,,NA,23
Hold Me,When you hold me when you hold me in your arms Oh when you hold me yeah I can feel your heart beating Suddenly I'm standing on a treetop up,0.5267,sub-050,positive,SCAM,541,6,Y,256.975,4,4,younger,18,Female,self,NA,,NA,10
Stay With Me,Oh won't you stay with me 'Cause you're all I need This ain't love it's clear to see But darling stay,0.5305,sub-047,positive,TSTA,121,6,Y,57.475,4,4,older,62,Male,self,NA,Y,NA,3
Industry Baby,"He don't run from nothin' dog Get your soldiers, tell 'em that the break is over Uh need to uh Need to get this album done Need a couple number ones Need a plaque on every song Need me like one with Nicki now Tell a rap _ I don't see ya ha I'm a pop _ like Bieber ha I don't fuck bitches I'm queer ha But these _ bitches like Madea",0.5315,sub-043,positive,LGAR,721,3,Y,342.475,4,4,younger,19,Female,self,NA,,NA,13
Industry Baby,"He don't run from nothin' dog Get your soldiers, tell 'em that the break is over Uh need to uh Need to get this album done Need a couple number ones Need a plaque on every song Need me like one with Nicki now Tell a rap _ I don't see ya ha I'm a pop _ like Bieber ha I don't fuck bitches I'm queer ha But these _ bitches like Madea",0.5315,sub-064,positive,STHO,1201,2,Y,570.475,4,4,younger,21,Female,self,NA,,NA,21
Industry Baby,"He don't run from nothin' dog Get your soldiers, tell 'em that the break is over Uh need to uh Need to get this album done Need a couple number ones Need a plaque on every song Need me like one with Nicki now Tell a rap _ I don't see ya ha I'm a pop _ like Bieber ha I don't fuck bitches I'm queer ha But these _ bitches like Madea",0.5315,sub-054,positive,ZCAR,1021,4,Y,484.975,4,4,younger,18,Female,self,NA,,NA,18
He Called Me Baby,He called me Baby sweet baby All night long Yes he did Kiss my tears away When things went wrong,0.5423,sub-001,positive,FKEE,601,1,Y,285.475,4,4,older,56,Male,other,NA,,NA,11
Silk Chiffon,I'm high and I'm feeling anxious Inside of the CVS When she turns 'round halfway down the aisle With that 'you're on camera' smile Like she wants to try me on,0.5423,sub-053,positive,KWAL,61,5,Y,28.975,4,4,younger,18,Female,self,NA,,NA,2
Have Yourself a Merry Little Christmas,Have yourself a merry little Christmas Make the Yuletide gay From now on our ,0.5423,sub-048,positive,LWIE,1381,5,Y,655.975,4,4,younger,18,Female,self,NA,,NA,24
I Can't Get No Satisfaction,no oh no no no hey hey hey That's what I say I can't get no satisfaction,0.543,sub-015,positive,EROS,1081,1,Y,513.475,4,4,older,58,Male,self,NA,,NA,19
I Dreamed a Dream,But there are dreams that cannot be And there are storms that we cannot weather I had,0.5499,sub-023,positive,LOLE,661,1,Y,313.975,3,3,older,73,Female,self,NA,Y,NA,12
Take a Chance on Me,If you change your mind I'm the first in line Honey I'm still free Take a chance on me If you need me let me know Gonna be around If you've got no place to go When you're feeling down,0.5574,sub-040,positive,BFOR,1081,2,Y,513.475,4,4,older,76,Female,self,NA,,NA,19
God Shuffled His Feet,The people sipped their wine And what with God there They asked him questions Like Do you have to eat Or get your,0.5574,sub-065,positive,MBIC,61,2,Y,28.975,4,4,younger,18,Female,self,NA,,NA,2
We'll Be Together Again,Your smile Are memories I'll treasure forever So try thinking,0.5719,sub-073,positive,NLEN,421,4,Y,199.975,4,4,older,79,Female,self,NA,Y,NA,8
What A Wonderful World,I see them bloom for me and you And I think to myself what a wonderful world,0.5719,sub-070,positive,OEGB,541,4,Y,256.975,4,4,younger,18,Female,self,NA,,NA,10
Fine By Me,There's no one else around I'm thinking you're the girl I need I'm just saying it's fine by me If you never leave And we can live like this forever It's fine by me I'm just saying it's fine by me,0.5924,sub-048,positive,LWIE,481,1,Y,228.475,3,4,younger,18,Female,self,NA,,NA,9
Someone You Loved,Now the day bleeds Into nightfall And you're not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved,0.5994,sub-075,positive,ETIN,961,3,Y,456.475,4,4,younger,23,Female,self,NA,,NA,17
Jungleland,Well the midnight gangs assembled And picked a rendezvous for the night They'll meet 'neath that giant Exxon sign That brings this fair city light Man there's an opera,0.6027,sub-071,positive,EMCG,721,1,Y,342.475,4,4,younger,18,Female,self,NA,,NA,13
Small Circle of Friends,Riding down the highway yes my back is getting stiff Thirteen cars are piled up they're hanging on a cliff Maybe we should pull them back with our towing chain But we gotta move and we might get sued and it looks like it's gonna rain,0.6249,sub-012,positive,MBLO,481,2,Y,228.475,4,4,older,66,Male,self,NA,,NA,9
Magic In The Hamptons,"where I go when we're dancing Handshakes in The Hamptons And gettin' drunk in the mansions with you And you look so classy Come through with that magic You know that I'm 'bout to smash it, it's true",0.6299,sub-048,positive,LWIE,1261,6,Y,598.975,4,4,younger,18,Female,self,NA,,NA,22
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-037,positive,AEHR,61,12,Y,28.975,3,4,older,60,Male,other,NA,Y,NA,2
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-068,positive,ALIU,1321,12,Y,627.475,3,4,younger,18,Female,other,NA,,NA,23
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-046,positive,APOP,901,12,Y,427.975,2,3,younger,18,Female,other,NA,,NA,16
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-032,positive,ASHA,361,12,Y,171.475,4,4,older,70,Female,other,NA,,NA,7
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-056,positive,ASUR,781,12,Y,370.975,3,2,younger,20,Female,other,NA,,NA,14
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-063,positive,AWIL,781,12,Y,370.975,2,4,younger,19,Female,other,NA,,NA,14
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-042,positive,AZHA,961,12,y,456.475,3,4,younger,18,Female,other,NA,,NA,17
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-040,positive,BFOR,1,12,Y,0.475,4,4,older,76,Female,other,NA,,NA,1
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-066,positive,CKOB,1141,12,Y,541.975,3,4,younger,18,Female,other,NA,,NA,20
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-067,positive,CNOR,1381,12,Y,655.975,4,4,younger,18,Male,other,NA,,NA,24
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-045,positive,CZAL,121,12,Y,57.475,3,4,younger,18,Female,other,NA,,NA,3
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-022,positive,DCAT,1081,12,y,513.475,4,4,older,89,Female,other,NA,,NA,19
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-019,positive,DFAI,1381,12,Y,655.975,4,4,older,66,Female,other,NA,,NA,24
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-029,positive,EHER,781,12,Y,370.975,3,4,older,62,Male,other,NA,,NA,14
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-039,positive,ELAR,121,12,Y,57.475,4,4,older,61,Male,other,NA,,NA,3
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-071,positive,EMCG,1081,12,Y,513.475,4,4,younger,18,Female,other,NA,,NA,19
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-015,positive,EROS,1141,12,Y,541.975,4,4,older,58,Male,other,NA,,NA,20
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-075,positive,ETIN,901,12,Y,427.975,1,3,younger,23,Female,other,NA,,NA,16
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-001,positive,FKEE,481,12,Y,228.475,4,4,older,56,Male,other,NA,,NA,9
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-018,positive,GCAS,421,12,Y,199.975,4,4,older,71,Male,other,NA,,NA,8
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-006,positive,GHER,781,12,Y,370.975,4,3,older,66,Male,other,NA,,NA,14
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-036,positive,GSHA,1261,12,Y,598.975,3,4,older,66,Female,other,NA,,NA,22
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-049,positive,GWAI,961,12,Y,456.475,3,4,younger,18,Male,other,NA,,NA,17
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-057,positive,IZIK,181,12,Y,85.975,4,4,younger,23,Male,other,NA,,NA,4
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-061,positive,JCLA,841,12,Y,399.475,2,3,younger,19,Female,other,NA,,NA,15
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-021,positive,JKAY,601,12,Y,285.475,4,4,older,69,Male,other,NA,,NA,11
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-055,positive,JLAW,901,12,Y,427.975,3,3,younger,18,Female,other,NA,,NA,16
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-010,positive,JPRE,1141,12,Y,541.975,4,4,older,75,Female,other,NA,,NA,20
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-003,positive,JSCH,1081,12,Y,513.475,NA,NA,older,67,Male,other,NA,,NA,19
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-051,positive,KCHU,841,12,Y,399.475,2,4,younger,18,Female,other,NA,,NA,15
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-052,positive,KPLU,361,12,Y,171.475,2,1,younger,19,Female,other,NA,,NA,7
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-053,positive,KWAL,541,12,Y,256.975,1,4,younger,18,Female,other,NA,,NA,10
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-008,positive,LDIR,1141,12,Y,541.975,4,4,older,63,Female,other,NA,,NA,20
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-043,positive,LGAR,1381,12,Y,655.975,3,4,younger,19,Female,other,NA,,NA,24
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-005,positive,LGEN,1381,12,Y,655.975,4,4,older,64,Female,other,NA,,NA,24
